SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,31555,794,30296,465,0,0,0,0,0,,
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,17891,362,17264,265,0,0,0,0,0,,
553,TN,Tamil Nadu,TN_Karur,Karur,5791,120,5619,52,0,0,0,0,0,,
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,8926,417,8390,119,0,0,0,0,0,,
555,TN,Tamil Nadu,TN_Madurai,Madurai,22617,895,21252,470,0,0,0,0,0,,
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,9867,703,9018,146,0,0,0,0,0,,
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,12388,266,12011,111,0,0,0,0,0,,
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,8869,191,8628,50,0,0,0,0,0,,
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,2335,24,2290,21,0,0,0,0,0,,
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,12096,205,11731,160,0,0,0,0,0,,
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,6693,140,6415,138,0,0,0,0,0,,
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,16779,304,16285,190,0,0,0,0,0,,
561,TN,Tamil Nadu,TN_Salem,Salem,34189,562,33158,469,0,0,0,0,0,,
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,7239,239,6873,127,0,0,0,0,0,,
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,8930,225,8544,161,0,0,0,0,0,,
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,20867,874,19712,281,0,0,0,0,0,,
565,TN,Tamil Nadu,TN_Theni,Theni,17479,164,17108,207,0,0,0,0,0,,
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,47704,1332,45651,721,0,0,0,0,0,,
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,12629,559,11954,116,0,0,0,0,0,,
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,16847,296,16407,144,0,0,0,0,0,,
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,16781,1083,15508,190,0,0,0,0,0,,
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,16669,612,15840,217,0,0,0,0,0,,
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,7970,134,7708,128,0,0,0,0,0,,
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,20303,912,19163,228,0,0,0,0,0,,
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,20041,310,19443,288,0,0,0,0,0,,
573,TN,Tamil Nadu,TN_Vellore,Vellore,22021,433,21233,355,0,0,0,0,0,,
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,15820,285,15422,113,0,0,0,0,0,,
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,17044,131,16680,233,0,0,0,0,0,,
609,TR,Tripura,TR_Dhalai,Dhalai,3480,0,3461,18,1,0,0,0,0,,
610,TR,Tripura,TR_Gomati,Gomati,3935,3,3887,44,1,0,0,0,0,,
611,TR,Tripura,TR_Khowai,Khowai,1846,3,1812,31,0,0,0,0,0,,
612,TR,Tripura,TR_North Tripura,North Tripura,2766,5,2738,16,7,0,0,0,0,,
613,TR,Tripura,TR_Sipahijala,Sipahijala,2892,5,2847,40,0,0,0,0,0,,
614,TR,Tripura,TR_South Tripura,South Tripura,4064,5,4033,23,3,0,0,0,0,,
615,TR,Tripura,TR_Unokoti,Unokoti,2771,3,2745,23,0,0,0,0,0,,
616,TR,Tripura,TR_West Tripura,West Tripura,11887,124,11557,195,11,0,0,0,0,,
617,UP,Uttar Pradesh,UP_Agra,Agra,11250,546,10524,180,0,0,0,0,0,,
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,11784,204,11524,56,0,0,0,0,0,,
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,2058,139,1874,45,0,0,0,0,0,,
620,UP,Uttar Pradesh,UP_Amethi,Amethi,3900,94,3767,39,0,0,0,0,0,,
621,UP,Uttar Pradesh,UP_Amroha,Amroha,4583,189,4342,52,0,0,0,0,0,,
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,3797,220,3528,49,0,0,0,0,0,,
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,8539,305,8107,127,0,0,0,0,0,,
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,6690,500,6095,95,0,0,0,0,0,,
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,2445,88,2321,36,0,0,0,0,0,,
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,4403,219,4106,78,0,0,0,0,0,,
626,UP,Uttar Pradesh,UP_Ballia,Ballia,8499,579,7807,113,0,0,0,0,0,,
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,2548,192,2320,36,0,0,0,0,0,,
628,UP,Uttar Pradesh,UP_Banda,Banda,4285,390,3851,44,0,0,0,0,0,,
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,8486,507,7871,108,0,0,0,0,0,,
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,15714,708,14840,166,0,0,0,0,0,,
631,UP,Uttar Pradesh,UP_Basti,Basti,5652,230,5322,100,0,0,0,0,0,,
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,2535,254,2251,30,0,0,0,0,0,,
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,4727,239,4421,67,0,0,0,0,0,,
634,UP,Uttar Pradesh,UP_Budaun,Budaun,4349,181,4123,45,0,0,0,0,0,,
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,6624,253,6276,95,0,0,0,0,0,,
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,5478,509,4900,69,0,0,0,0,0,,
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,2428,229,2184,15,0,0,0,0,0,,
638,UP,Uttar Pradesh,UP_Deoria,Deoria,7056,259,6700,97,0,0,0,0,0,,
639,UP,Uttar Pradesh,UP_Etah,Etah,2660,110,2521,29,0,0,0,0,0,,
640,UP,Uttar Pradesh,UP_Etawah,Etawah,6065,242,5713,110,0,0,0,0,0,,
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,4937,181,4665,91,0,0,0,0,0,,
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,3988,101,3815,72,0,0,0,0,0,,
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,4389,266,4052,71,0,0,0,0,0,,
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,27046,940,26013,93,0,0,0,0,0,,
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,27881,574,27204,103,0,0,0,0,0,,
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,5742,410,5235,97,0,0,0,0,0,,
648,UP,Uttar Pradesh,UP_Gonda,Gonda,5433,290,5072,71,0,0,0,0,0,,
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,23061,1334,21358,369,0,0,0,0,0,,
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,1637,37,1579,21,0,0,0,0,0,,
651,UP,Uttar Pradesh,UP_Hapur,Hapur,4640,119,4453,68,0,0,0,0,0,,
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,6238,250,5872,116,0,0,0,0,0,,
653,UP,Uttar Pradesh,UP_Hathras,Hathras,1339,18,1314,7,0,0,0,0,0,,
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,4220,166,4006,48,0,0,0,0,0,,
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,7349,547,6701,101,0,0,0,0,0,,
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,11684,972,10534,178,0,0,0,0,0,,
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,3653,127,3476,50,0,0,0,0,0,,
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,2225,56,2129,40,0,0,0,0,0,,
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,35955,2477,32608,870,0,0,0,0,0,,
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,2016,39,1971,6,0,0,0,0,0,,
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,2374,102,2244,28,0,0,0,0,0,,
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,5964,221,5681,62,0,0,0,0,0,,
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,8004,269,7633,102,0,0,0,0,0,,
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,4142,545,3550,47,0,0,0,0,0,,
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,98903,13478,84147,1278,0,0,0,0,0,,
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,6035,154,5790,91,0,0,0,0,0,,
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,1545,54,1479,12,0,0,0,0,0,,
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,3932,62,3793,77,0,0,0,0,0,,
669,UP,Uttar Pradesh,UP_Mathura,Mathura,7615,544,6953,118,0,0,0,0,0,,
670,UP,Uttar Pradesh,UP_Mau,Mau,3289,189,3061,39,0,0,0,0,0,,
671,UP,Uttar Pradesh,UP_Meerut,Meerut,23827,1027,22355,445,0,0,0,0,0,,
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,3842,351,3445,46,0,0,0,0,0,,
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,12560,487,11885,188,0,0,0,0,0,,
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,9663,541,9007,115,0,0,0,0,0,,
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,4273,40,4147,86,0,0,0,0,0,,
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,5821,280,5462,79,0,0,0,0,0,,
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,35370,5502,29432,436,0,0,0,0,0,,
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,6420,633,5671,116,0,0,0,0,0,,
679,UP,Uttar Pradesh,UP_Rampur,Rampur,5811,213,5539,59,0,0,0,0,0,,
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,10827,550,10142,135,0,0,0,0,0,,
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,3355,121,3189,45,0,0,0,0,0,,
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,3738,191,3503,44,0,0,0,0,0,,
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,7309,283,6906,120,0,0,0,0,0,,
684,UP,Uttar Pradesh,UP_Shamli,Shamli,3909,161,3716,32,0,0,0,0,0,,
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,1449,58,1373,18,0,0,0,0,0,,
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,4305,177,4074,54,0,0,0,0,0,,
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,5165,263,4816,86,0,0,0,0,0,,
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,5413,344,4992,77,0,0,0,0,0,,
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,5369,289,4999,81,0,0,0,0,0,,
690,UP,Uttar Pradesh,UP_Unnao,Unnao,5018,334,4590,94,0,0,0,0,0,,
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,28756,4553,23727,476,0,0,0,0,0,,
692,UT,Uttarakhand,UT_Almora,Almora,3369,87,3122,26,134,0,0,0,0,,
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,1609,69,1497,17,26,0,0,0,0,,
694,UT,Uttarakhand,UT_Chamoli,Chamoli,3541,18,3410,15,98,0,0,0,0,,
695,UT,Uttarakhand,UT_Champawat,Champawat,1856,35,1798,9,14,0,0,0,0,,
696,UT,Uttarakhand,UT_Dehradun,Dehradun,33533,2141,29956,998,438,0,0,0,0,,
697,UT,Uttarakhand,UT_Haridwar,Haridwar,16795,1610,14625,173,387,0,0,0,0,,
698,UT,Uttarakhand,UT_Nainital,Nainital,13736,538,12850,240,108,0,0,0,0,,
699,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,5383,211,5088,61,23,0,0,0,0,,
700,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,3463,75,3328,48,12,0,0,0,0,,
701,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,2344,44,2283,10,7,0,0,0,0,,
702,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,4574,229,4070,16,259,0,0,0,0,,
703,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,12169,293,11608,119,149,0,0,0,0,,
704,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,3874,34,3692,17,131,0,0,0,0,,
705,WB,West Bengal,WB_Alipurduar,Alipurduar,7772,34,7652,86,0,0,0,0,0,,
706,WB,West Bengal,WB_Bankura,Bankura,12268,100,12076,92,0,0,0,0,0,,
707,WB,West Bengal,WB_Birbhum,Birbhum,11469,1025,10355,89,0,0,0,0,0,,
708,WB,West Bengal,WB_Cooch Behar,Cooch Behar,11948,57,11819,72,0,0,0,0,0,,
709,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,8301,92,8135,74,0,0,0,0,0,,
710,WB,West Bengal,WB_Darjeeling,Darjeeling,18944,269,18471,204,0,0,0,0,0,,
711,WB,West Bengal,WB_Hooghly,Hooghly,31111,828,29783,500,0,0,0,0,0,,
712,WB,West Bengal,WB_Howrah,Howrah,38412,1474,35880,1058,0,0,0,0,0,,
713,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,14970,146,14660,164,0,0,0,0,0,,
714,WB,West Bengal,WB_Jhargram,Jhargram,3087,13,3052,22,0,0,0,0,0,,
715,WB,West Bengal,WB_Kalimpong,Kalimpong,2266,21,2218,27,0,0,0,0,0,,
716,WB,West Bengal,WB_Kolkata,Kolkata,139250,5898,130206,3146,0,0,0,0,0,,
717,WB,West Bengal,WB_Malda,Malda,13351,472,12763,116,0,0,0,0,0,,
719,WB,West Bengal,WB_Murshidabad,Murshidabad,12896,444,12301,151,0,0,0,0,0,,
720,WB,West Bengal,WB_Nadia,Nadia,23289,413,22556,320,0,0,0,0,0,,
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,130555,4071,123941,2543,0,0,0,0,0,,
0,WB,West Bengal,WB_Other State,Other State,66,0,63,3,0,0,0,0,0,,
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,17898,984,16741,173,0,0,0,0,0,,
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,20556,176,20068,312,0,0,0,0,0,,
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,13119,297,12718,104,0,0,0,0,0,,
724,WB,West Bengal,WB_Purba Medinipur,Purba Medinipur,21123,274,20570,279,0,0,0,0,0,,
725,WB,West Bengal,WB_Purulia,Purulia,7700,232,7418,50,0,0,0,0,0,,
726,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,39066,1078,37273,715,0,0,0,0,0,,
727,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,7038,205,6755,78,0,0,0,0,0,,
728,AN,Andaman and Nicobar Islands,AN_Unknown,Unknown,5109,52,4995,62,0,0,0,0,0,,
729,AP,Andhra Pradesh,AP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
730,AR,Arunachal Pradesh,AR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
731,AS,Assam,AS_Unknown,Unknown,102521,-69051,169905,320,1347,0,0,0,0,,
732,BR,Bihar,BR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
733,CH,Chandigarh,CH_Unknown,Unknown,73,10,61,2,0,0,0,0,0,,
734,CT,Chhattisgarh,CT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
735,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
737,DL,Delhi,DL_Unknown,Unknown,705738,25844,668699,11195,0,0,0,0,0,,
738,GA,Goa,GA_Unknown,Unknown,54860,-29,54236,653,0,0,0,0,0,,
739,GJ,Gujarat,GJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
740,HR,Haryana,HR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
741,HP,Himachal Pradesh,HP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
742,JK,Jammu and Kashmir,JK_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
743,JH,Jharkhand,JH_Unknown,Unknown,-1,0,-1,0,0,0,0,0,0,,
744,KA,Karnataka,KA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
745,KL,Kerala,KL_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
746,LA,Ladakh,LA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
747,LD,Lakshadweep,LD_Unknown,Unknown,14,-11,25,0,0,0,0,0,0,,
748,MP,Madhya Pradesh,MP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
749,MH,Maharashtra,MH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
750,MN,Manipur,MN_Unknown,Unknown,1416,-25712,27067,61,0,0,0,0,0,,
751,ML,Meghalaya,ML_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
752,MZ,Mizoram,MZ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
753,NL,Nagaland,NL_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
754,OR,Odisha,OR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
755,PY,Puducherry,PY_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
756,PB,Punjab,PB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
757,RJ,Rajasthan,RJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
758,SK,Sikkim,SK_Unknown,Unknown,3890,-1138,4785,133,110,0,0,0,0,,
759,TN,Tamil Nadu,TN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
760,TG,Telangana,TG_Unknown,Unknown,1048,-304081,303413,1716,0,0,0,0,0,,
761,TR,Tripura,TR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
762,UP,Uttar Pradesh,UP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
763,UT,Uttarakhand,UT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
764,WB,West Bengal,WB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
